league_id,season,team_api_id,team_long_name,avg_home_goals_team,avg_home_goals_league,avg_away_goals_team,avg_away_goals_league
4769,2009/2010,8682,"Le Mans FC",1.16,1.34,0.74,1.10
4769,2009/2010,8639,"LOSC Lille",2.32,1.34,1.47,1.10
4769,2009/2010,9829,"AS Monaco",1.37,1.34,0.68,1.10
4769,2009/2010,10249,"Montpellier Hérault SC",1.26,1.34,1.37,1.10
4769,2009/2010,9851,"Stade Rennais FC",1.63,1.34,1.11,1.10
4769,2009/2010,9853,"AS Saint-Étienne",0.68,1.34,0.74,1.10
4769,2009/2010,9873,"Valenciennes FC",1.21,1.34,1.42,1.10
4769,2009/2010,4170,"US Boulogne Cote D'Opale",1.00,1.34,0.63,1.10
4769,2009/2010,8588,"RC Lens",1.42,1.34,0.68,1.10
4769,2009/2010,8592,"Olympique de Marseille",1.95,1.34,1.68,1.10
4769,2009/2010,9831,"OGC Nice",1.21,1.34,0.95,1.10
4769,2009/2010,9874,"FC Sochaux-Montbéliard",0.95,1.34,0.53,1.10
4769,2009/2010,8689,"FC Lorient",1.89,1.34,0.95,1.10
4769,2009/2010,9748,"Olympique Lyonnais",1.68,1.34,1.68,1.10
4769,2009/2010,8481,"AS Nancy-Lorraine",1.05,1.34,1.37,1.10
4769,2009/2010,9847,"Paris Saint-Germain",1.68,1.34,0.95,1.10
4769,2009/2010,9941,"Toulouse FC",1.00,1.34,0.89,1.10
4769,2010/2011,8583,"AJ Auxerre",1.37,1.34,1.00,1.15
4769,2010/2011,8588,"RC Lens",1.05,1.34,0.79,1.15
4769,2010/2011,9748,"Olympique Lyonnais",1.84,1.34,1.37,1.15
4769,2010/2011,8592,"Olympique de Marseille",1.79,1.34,1.47,1.15
4769,2010/2011,10249,"Montpellier Hérault SC",1.11,1.34,0.58,1.15
4769,2010/2011,9831,"OGC Nice",1.16,1.34,0.58,1.15
4769,2010/2011,9847,"Paris Saint-Germain",1.74,1.34,1.21,1.15
4769,2010/2011,9851,"Stade Rennais FC",1.16,1.34,0.84,1.15
4769,2010/2011,9874,"FC Sochaux-Montbéliard",1.89,1.34,1.26,1.15
4769,2010/2011,9941,"Toulouse FC",1.00,1.34,1.00,1.15
4769,2010/2011,108893,"AC Arles-Avignon",0.74,1.34,0.37,1.15
4769,2010/2011,9827,"Girondins de Bordeaux",1.16,1.34,1.11,1.15
4769,2010/2011,8639,"LOSC Lille",2.11,1.34,1.47,1.15
4769,2010/2011,9829,"AS Monaco",0.84,1.34,1.05,1.15
4769,2010/2011,8481,"AS Nancy-Lorraine",1.21,1.34,1.05,1.15
4769,2010/2011,9853,"AS Saint-Étienne",1.53,1.34,0.89,1.15
4769,2010/2011,8521,"Stade Brestois 29",1.11,1.34,0.79,1.15
4769,2010/2011,7819,"SM Caen",1.16,1.34,1.26,1.15
4769,2010/2011,8689,"FC Lorient",1.42,1.34,1.00,1.15
4769,2010/2011,9873,"Valenciennes FC",1.47,1.34,0.89,1.15
4769,2011/2012,8576,"AC Ajaccio",1.16,1.34,0.95,1.55
4769,2011/2012,9827,"Girondins de Bordeaux",1.32,1.34,1.47,1.55
4769,2011/2012,8521,"Stade Brestois 29",1.16,1.34,0.47,1.55
4769,2011/2012,7819,"SM Caen",1.05,1.34,1.00,1.55
4769,2011/2012,9836,"Dijon FCO",1.21,1.34,0.79,1.55
4769,2011/2012,8592,"Olympique de Marseille",1.37,1.34,1.00,1.55
4769,2011/2012,10249,"Montpellier Hérault SC",1.95,1.34,1.63,1.55
4769,2011/2012,8481,"AS Nancy-Lorraine",1.26,1.34,0.74,1.55
4769,2011/2012,9831,"OGC Nice",1.11,1.34,0.95,1.55
4769,2011/2012,9847,"Paris Saint-Germain",2.21,1.34,1.74,1.55
4769,2011/2012,8583,"AJ Auxerre",1.58,1.34,0.84,1.55
4769,2011/2012,4087,"Évian Thonon Gaillard FC",1.53,1.34,1.32,1.55
4769,2011/2012,9748,"Olympique Lyonnais",2.32,1.34,1.05,1.55
4769,2011/2012,9851,"Stade Rennais FC",1.58,1.34,1.21,1.55
4769,2011/2012,9941,"Toulouse FC",1.05,1.34,0.89,1.55
4769,2011/2012,9873,"Valenciennes FC",1.53,1.34,0.58,1.55
4769,2011/2012,8639,"LOSC Lille",2.53,1.34,1.26,1.55
4769,2011/2012,8689,"FC Lorient",1.05,1.34,0.79,1.55
4769,2011/2012,9853,"AS Saint-Étienne",1.42,1.34,1.16,1.55
4769,2011/2012,9874,"FC Sochaux-Montbéliard",1.11,1.34,1.00,1.55
4769,2012/2013,10249,"Montpellier Hérault SC",1.74,1.34,1.11,1.20
4769,2012/2013,4087,"Évian Thonon Gaillard FC",1.63,1.34,0.79,1.20
4769,2012/2013,8481,"AS Nancy-Lorraine",0.89,1.34,1.11,1.20
4769,2012/2013,9831,"OGC Nice",1.84,1.34,1.16,1.20
4769,2012/2013,9847,"Paris Saint-Germain",1.79,1.34,1.84,1.20
4769,2012/2013,9837,"Stade de Reims",1.05,1.34,0.68,1.20
4769,2012/2013,9851,"Stade Rennais FC",1.21,1.34,1.32,1.20
4769,2012/2013,9853,"AS Saint-Étienne",1.89,1.34,1.26,1.20
4769,2012/2013,9874,"FC Sochaux-Montbéliard",1.32,1.34,0.84,1.20
4769,2012/2013,10242,"ES Troyes AC",1.32,1.34,0.95,1.20
4769,2012/2013,7794,"SC Bastia",1.58,1.34,1.05,1.20
4769,2012/2013,8639,"LOSC Lille",1.68,1.34,1.42,1.20
4769,2012/2013,8689,"FC Lorient",2.00,1.34,1.00,1.20
4769,2012/2013,9941,"Toulouse FC",1.58,1.34,1.00,1.20
4769,2012/2013,8592,"Olympique de Marseille",1.32,1.34,0.89,1.20
4769,2012/2013,8576,"AC Ajaccio",1.00,1.34,1.05,1.20
4769,2012/2013,9827,"Girondins de Bordeaux",1.16,1.34,0.95,1.20
4769,2012/2013,8521,"Stade Brestois 29",0.89,1.34,0.79,1.20
4769,2012/2013,9748,"Olympique Lyonnais",1.79,1.34,1.42,1.20
4769,2012/2013,9873,"Valenciennes FC",1.68,1.34,0.89,1.20
4769,2013/2014,8576,"AC Ajaccio",1.21,1.34,0.74,1.20
4769,2013/2014,9827,"Girondins de Bordeaux",1.63,1.34,0.95,1.20
4769,2013/2014,4087,"Évian Thonon Gaillard FC",1.32,1.34,0.74,1.20
4769,2013/2014,9747,"En Avant de Guingamp",1.11,1.34,0.68,1.20
4769,2013/2014,8639,"LOSC Lille",1.32,1.34,1.11,1.20
4769,2013/2014,9748,"Olympique Lyonnais",1.58,1.34,1.37,1.20
4769,2013/2014,10249,"Montpellier Hérault SC",1.16,1.34,1.21,1.20
4769,2013/2014,9830,"FC Nantes",1.11,1.34,1.00,1.20
4769,2013/2014,9851,"Stade Rennais FC",1.26,1.34,1.21,1.20
4769,2013/2014,9873,"Valenciennes FC",1.21,1.34,0.74,1.20
4769,2013/2014,9831,"OGC Nice",1.16,1.34,0.42,1.20
4769,2013/2014,9847,"Paris Saint-Germain",2.68,1.34,1.74,1.20
4769,2013/2014,9837,"Stade de Reims",1.37,1.34,0.95,1.20
4769,2013/2014,9853,"AS Saint-Étienne",1.89,1.34,1.05,1.20
4769,2013/2014,9874,"FC Sochaux-Montbéliard",1.05,1.34,0.89,1.20
4769,2013/2014,7794,"SC Bastia",1.26,1.34,0.95,1.20
4769,2013/2014,8689,"FC Lorient",1.53,1.34,1.00,1.20
4769,2013/2014,8592,"Olympique de Marseille",1.58,1.34,1.21,1.20
4769,2013/2014,9829,"AS Monaco",1.68,1.34,1.63,1.20
4769,2013/2014,9941,"Toulouse FC",1.21,1.34,1.21,1.20
4769,2014/2015,9837,"Stade de Reims",1.26,1.34,1.21,1.75
4769,2014/2015,7794,"SC Bastia",1.26,1.34,0.68,1.75
4769,2014/2015,4087,"Évian Thonon Gaillard FC",1.05,1.34,1.11,1.75
4769,2014/2015,9747,"En Avant de Guingamp",1.21,1.34,0.95,1.75
4769,2014/2015,8639,"LOSC Lille",1.37,1.34,0.89,1.75
4769,2014/2015,9748,"Olympique Lyonnais",2.11,1.34,1.68,1.75
4769,2014/2015,9829,"AS Monaco",1.21,1.34,1.47,1.75
4769,2014/2015,10249,"Montpellier Hérault SC",1.58,1.34,0.84,1.75
4769,2014/2015,9830,"FC Nantes",0.89,1.34,0.63,1.75
4769,2014/2015,9831,"OGC Nice",1.11,1.34,1.21,1.75
4769,2014/2015,9827,"Girondins de Bordeaux",1.63,1.34,0.84,1.75
4769,2014/2015,8588,"RC Lens",0.74,1.34,0.95,1.75
4769,2014/2015,8689,"FC Lorient",0.89,1.34,1.42,1.75
4769,2014/2015,8592,"Olympique de Marseille",2.11,1.34,1.89,1.75
4769,2014/2015,8550,"FC Metz",1.37,1.34,0.26,1.75
4769,2014/2015,7819,"SM Caen",1.37,1.34,1.47,1.75
4769,2014/2015,9847,"Paris Saint-Germain",2.74,1.34,1.63,1.75
4769,2014/2015,9851,"Stade Rennais FC",1.16,1.34,0.68,1.75
4769,2014/2015,9853,"AS Saint-Étienne",1.68,1.34,1.00,1.75
4769,2014/2015,9941,"Toulouse FC",1.47,1.34,0.79,1.75
4769,2015/2016,7794,"SC Bastia",1.21,1.34,0.68,1.00
4769,2015/2016,9827,"Girondins de Bordeaux",1.42,1.34,1.21,1.00
4769,2015/2016,8639,"LOSC Lille",1.11,1.34,0.95,1.00
4769,2015/2016,9748,"Olympique Lyonnais",2.21,1.34,1.32,1.00
4769,2015/2016,8592,"Olympique de Marseille",1.42,1.34,1.11,1.00
4769,2015/2016,10249,"Montpellier Hérault SC",1.37,1.34,1.21,1.00
4769,2015/2016,9830,"FC Nantes",1.05,1.34,0.68,1.00
4769,2015/2016,9831,"OGC Nice",1.68,1.34,1.37,1.00
4769,2015/2016,9941,"Toulouse FC",1.53,1.34,0.84,1.00
4769,2015/2016,10242,"ES Troyes AC",0.68,1.34,0.79,1.00
4769,2015/2016,9747,"En Avant de Guingamp",1.63,1.34,0.84,1.00
4769,2015/2016,9829,"AS Monaco",1.58,1.34,1.42,1.00
4769,2015/2016,9837,"Stade de Reims",1.47,1.34,0.84,1.00
4769,2015/2016,9851,"Stade Rennais FC",1.32,1.34,1.42,1.00
4769,2015/2016,9853,"AS Saint-Étienne",1.32,1.34,0.89,1.00
4769,2015/2016,8121,"Angers SCO",1.05,1.34,1.05,1.00
4769,2015/2016,7819,"SM Caen",1.00,1.34,1.05,1.00
4769,2015/2016,6391,"GFC Ajaccio",1.21,1.34,0.74,1.00
4769,2015/2016,8689,"FC Lorient",1.37,1.34,1.11,1.00
4769,2015/2016,9847,"Paris Saint-Germain",3.11,1.34,2.26,1.00
7809,2008/2009,9823,"FC Bayern Munich",2.65,1.61,1.53,1.56
7809,2008/2009,8178,"Bayer 04 Leverkusen",1.82,1.61,1.65,1.56
7809,2008/2009,10189,"FC Schalke 04",1.53,1.61,1.24,1.56
7809,2008/2009,8721,"VfL Wolfsburg",3.00,1.61,1.71,1.56
7809,2008/2009,9810,"Eintracht Frankfurt",1.53,1.61,0.76,1.56
7809,2008/2009,9912,"DSC Arminia Bielefeld",0.94,1.61,0.76,1.56
7809,2008/2009,8398,"FC Energie Cottbus",1.12,1.61,0.65,1.56
7809,2008/2009,9788,"Borussia Mönchengladbach",1.35,1.61,0.94,1.56
7809,2008/2009,8295,"Karlsruher SC",1.06,1.61,0.71,1.56
7809,2008/2009,9790,"Hamburger SV",1.59,1.61,1.29,1.56
7809,2008/2009,8697,"SV Werder Bremen",2.53,1.61,1.24,1.56
7809,2008/2009,8177,"Hertha BSC Berlin",1.71,1.61,1.12,1.56
7809,2008/2009,8722,"1. FC Köln",0.82,1.61,1.24,1.56
7809,2008/2009,9911,"VfL Bochum",1.35,1.61,0.94,1.56
7809,2008/2009,9789,"Borussia Dortmund",2.00,1.61,1.53,1.56
7809,2008/2009,10269,"VfB Stuttgart",2.00,1.61,1.71,1.56
7809,2008/2009,9904,"Hannover 96",1.82,1.61,1.06,1.56
7809,2008/2009,8226,"TSG 1899 Hoffenheim",1.76,1.61,1.94,1.56
7809,2009/2010,8721,"VfL Wolfsburg",2.29,1.61,1.47,1.22
7809,2009/2010,9789,"Borussia Dortmund",1.71,1.61,1.47,1.22
7809,2009/2010,8697,"SV Werder Bremen",2.00,1.61,2.18,1.22
7809,2009/2010,8177,"Hertha BSC Berlin",0.59,1.61,1.41,1.22
7809,2009/2010,8358,"SC Freiburg",0.82,1.61,1.24,1.22
7809,2009/2010,8165,"1. FC Nürnberg",1.06,1.61,0.82,1.22
7809,2009/2010,9911,"VfL Bochum",1.06,1.61,0.88,1.22
7809,2009/2010,9905,"1. FSV Mainz 05",1.29,1.61,0.82,1.22
7809,2009/2010,8226,"TSG 1899 Hoffenheim",1.53,1.61,1.06,1.22
7809,2009/2010,9823,"FC Bayern Munich",2.29,1.61,1.94,1.22
7809,2009/2010,8178,"Bayer 04 Leverkusen",2.18,1.61,1.65,1.22
7809,2009/2010,10189,"FC Schalke 04",1.71,1.61,1.41,1.22
7809,2009/2010,9904,"Hannover 96",1.59,1.61,0.94,1.22
7809,2009/2010,9788,"Borussia Mönchengladbach",1.47,1.61,1.06,1.22
7809,2009/2010,9790,"Hamburger SV",1.47,1.61,1.82,1.22
7809,2009/2010,10269,"VfB Stuttgart",1.65,1.61,1.35,1.22
7809,2009/2010,9810,"Eintracht Frankfurt",1.47,1.61,1.29,1.22
7809,2009/2010,8722,"1. FC Köln",1.06,1.61,0.88,1.22
7809,2010/2011,9823,"FC Bayern Munich",2.82,1.61,1.94,1.33
7809,2010/2011,8226,"TSG 1899 Hoffenheim",1.65,1.61,1.29,1.33
7809,2010/2011,9788,"Borussia Mönchengladbach",1.53,1.61,1.29,1.33
7809,2010/2011,8722,"1. FC Köln",1.76,1.61,1.00,1.33
7809,2010/2011,8358,"SC Freiburg",1.41,1.61,1.00,1.33
7809,2010/2011,9904,"Hannover 96",1.88,1.61,1.00,1.33
7809,2010/2011,9790,"Hamburger SV",1.71,1.61,1.00,1.33
7809,2010/2011,9905,"1. FSV Mainz 05",1.29,1.61,1.76,1.33
7809,2010/2011,9789,"Borussia Dortmund",2.06,1.61,1.88,1.33
7809,2010/2011,10189,"FC Schalke 04",1.41,1.61,0.82,1.33
7809,2010/2011,8697,"SV Werder Bremen",1.53,1.61,1.24,1.33
7809,2010/2011,8721,"VfL Wolfsburg",1.59,1.61,0.94,1.33
7809,2010/2011,8350,"1. FC Kaiserslautern",1.47,1.61,1.35,1.33
7809,2010/2011,8152,"FC St. Pauli",1.24,1.61,0.82,1.33
7809,2010/2011,8178,"Bayer 04 Leverkusen",1.94,1.61,1.82,1.33
7809,2010/2011,10269,"VfB Stuttgart",1.94,1.61,1.59,1.33
7809,2010/2011,9810,"Eintracht Frankfurt",0.76,1.61,1.06,1.33
7809,2010/2011,8165,"1. FC Nürnberg",1.65,1.61,1.12,1.33
7809,2011/2012,9789,"Borussia Dortmund",2.59,1.61,2.12,1.00
7809,2011/2012,8697,"SV Werder Bremen",1.82,1.61,1.06,1.00
7809,2011/2012,9904,"Hannover 96",1.82,1.61,0.59,1.00
7809,2011/2012,9905,"1. FSV Mainz 05",1.59,1.61,1.18,1.00
7809,2011/2012,10269,"VfB Stuttgart",2.12,1.61,1.59,1.00
7809,2011/2012,8722,"1. FC Köln",1.18,1.61,1.12,1.00
7809,2011/2012,8406,"FC Augsburg",1.18,1.61,0.94,1.00
7809,2011/2012,8177,"Hertha BSC Berlin",1.12,1.61,1.12,1.00
7809,2011/2012,9823,"FC Bayern Munich",2.88,1.61,1.65,1.00
7809,2011/2012,8178,"Bayer 04 Leverkusen",1.65,1.61,1.41,1.00
7809,2011/2012,9790,"Hamburger SV",1.12,1.61,0.94,1.00
7809,2011/2012,8165,"1. FC Nürnberg",1.29,1.61,0.94,1.00
7809,2011/2012,8350,"1. FC Kaiserslautern",0.71,1.61,0.71,1.00
7809,2011/2012,8226,"TSG 1899 Hoffenheim",1.24,1.61,1.18,1.00
7809,2011/2012,10189,"FC Schalke 04",2.76,1.61,1.59,1.00
7809,2011/2012,8358,"SC Freiburg",1.41,1.61,1.24,1.00
7809,2011/2012,8721,"VfL Wolfsburg",1.71,1.61,1.06,1.00
7809,2011/2012,9788,"Borussia Mönchengladbach",1.71,1.61,1.18,1.00
7809,2012/2013,9789,"Borussia Dortmund",2.35,1.61,2.41,1.44
7809,2012/2013,9904,"Hannover 96",2.00,1.61,1.53,1.44
7809,2012/2013,10269,"VfB Stuttgart",1.18,1.61,1.00,1.44
7809,2012/2013,8358,"SC Freiburg",1.47,1.61,1.18,1.44
7809,2012/2013,8406,"FC Augsburg",1.12,1.61,0.82,1.44
7809,2012/2013,9790,"Hamburger SV",1.06,1.61,1.41,1.44
7809,2012/2013,9810,"Eintracht Frankfurt",1.88,1.61,1.00,1.44
7809,2012/2013,8357,"SpVgg Greuther Fürth",0.59,1.61,0.94,1.44
7809,2012/2013,9788,"Borussia Mönchengladbach",1.59,1.61,1.06,1.44
7809,2012/2013,8178,"Bayer 04 Leverkusen",2.12,1.61,1.71,1.44
7809,2012/2013,8697,"SV Werder Bremen",1.35,1.61,1.59,1.44
7809,2012/2013,8165,"1. FC Nürnberg",1.41,1.61,0.88,1.44
7809,2012/2013,8226,"TSG 1899 Hoffenheim",1.24,1.61,1.24,1.44
7809,2012/2013,9823,"FC Bayern Munich",3.29,1.61,2.47,1.44
7809,2012/2013,10189,"FC Schalke 04",2.06,1.61,1.35,1.44
7809,2012/2013,8721,"VfL Wolfsburg",1.24,1.61,1.53,1.44
7809,2012/2013,9905,"1. FSV Mainz 05",1.29,1.61,1.18,1.44
7809,2012/2013,8194,"Fortuna Düsseldorf",1.41,1.61,0.88,1.44
7809,2013/2014,9823,"FC Bayern Munich",2.82,1.61,2.71,1.61
7809,2013/2014,9905,"1. FSV Mainz 05",1.65,1.61,1.41,1.61
7809,2013/2014,8226,"TSG 1899 Hoffenheim",2.53,1.61,1.71,1.61
7809,2013/2014,10189,"FC Schalke 04",2.18,1.61,1.53,1.61
7809,2013/2014,8178,"Bayer 04 Leverkusen",2.06,1.61,1.47,1.61
7809,2013/2014,9904,"Hannover 96",1.59,1.61,1.12,1.61
7809,2013/2014,8406,"FC Augsburg",1.59,1.61,1.18,1.61
7809,2013/2014,9776,"Eintracht Braunschweig",1.06,1.61,0.65,1.61
7809,2013/2014,8177,"Hertha BSC Berlin",1.18,1.61,1.18,1.61
7809,2013/2014,9788,"Borussia Mönchengladbach",2.24,1.61,1.24,1.61
7809,2013/2014,10269,"VfB Stuttgart",1.65,1.61,1.24,1.61
7809,2013/2014,8721,"VfL Wolfsburg",2.18,1.61,1.53,1.61
7809,2013/2014,8358,"SC Freiburg",1.47,1.61,1.06,1.61
7809,2013/2014,9789,"Borussia Dortmund",2.41,1.61,2.29,1.61
7809,2013/2014,8697,"SV Werder Bremen",1.24,1.61,1.24,1.61
7809,2013/2014,8165,"1. FC Nürnberg",0.94,1.61,1.24,1.61
7809,2013/2014,9790,"Hamburger SV",1.41,1.61,1.59,1.61
7809,2013/2014,9810,"Eintracht Frankfurt",1.29,1.61,1.06,1.61
7809,2014/2015,9823,"FC Bayern Munich",2.71,1.61,2.00,1.22
7809,2014/2015,9789,"Borussia Dortmund",1.53,1.61,1.24,1.22
7809,2014/2015,9788,"Borussia Mönchengladbach",1.88,1.61,1.24,1.22
7809,2014/2015,8226,"TSG 1899 Hoffenheim",1.82,1.61,1.06,1.22
7809,2014/2015,9904,"Hannover 96",1.24,1.61,1.12,1.22
7809,2014/2015,8177,"Hertha BSC Berlin",1.00,1.61,1.12,1.22
7809,2014/2015,9810,"Eintracht Frankfurt",2.12,1.61,1.18,1.22
7809,2014/2015,8722,"1. FC Köln",1.06,1.61,0.94,1.22
7809,2014/2015,8460,"SC Paderborn 07",1.24,1.61,0.59,1.22
7809,2014/2015,10189,"FC Schalke 04",1.53,1.61,0.94,1.22
7809,2014/2015,9905,"1. FSV Mainz 05",1.59,1.61,1.06,1.22
7809,2014/2015,10269,"VfB Stuttgart",1.06,1.61,1.41,1.22
7809,2014/2015,9790,"Hamburger SV",0.94,1.61,0.53,1.22
7809,2014/2015,8178,"Bayer 04 Leverkusen",2.29,1.61,1.35,1.22
7809,2014/2015,8721,"VfL Wolfsburg",2.24,1.61,2.00,1.22
7809,2014/2015,8406,"FC Augsburg",1.65,1.61,0.88,1.22
7809,2014/2015,8697,"SV Werder Bremen",1.47,1.61,1.47,1.22
7809,2014/2015,8358,"SC Freiburg",1.24,1.61,0.88,1.22
7809,2015/2016,9823,"FC Bayern Munich",3.00,1.61,1.71,1.50
7809,2015/2016,9789,"Borussia Dortmund",2.88,1.61,1.94,1.50
7809,2015/2016,8178,"Bayer 04 Leverkusen",1.82,1.61,1.47,1.50
7809,2015/2016,8721,"VfL Wolfsburg",1.88,1.61,0.88,1.50
7809,2015/2016,10269,"VfB Stuttgart",1.29,1.61,1.65,1.50
7809,2015/2016,8406,"FC Augsburg",1.06,1.61,1.41,1.50
7809,2015/2016,8697,"SV Werder Bremen",1.59,1.61,1.35,1.50
7809,2015/2016,9905,"1. FSV Mainz 05",1.35,1.61,1.35,1.50
7809,2015/2016,8262,"SV Darmstadt 98",0.88,1.61,1.35,1.50
7809,2015/2016,9788,"Borussia Mönchengladbach",2.47,1.61,1.47,1.50
7809,2015/2016,9904,"Hannover 96",0.88,1.61,0.94,1.50
7809,2015/2016,8226,"TSG 1899 Hoffenheim",1.29,1.61,1.00,1.50
7809,2015/2016,8234,"FC Ingolstadt 04",1.29,1.61,0.65,1.50
7809,2015/2016,10189,"FC Schalke 04",1.65,1.61,1.35,1.50
7809,2015/2016,9790,"Hamburger SV",1.18,1.61,1.18,1.50
7809,2015/2016,9810,"Eintracht Frankfurt",1.29,1.61,0.71,1.50
7809,2015/2016,8722,"1. FC Köln",0.94,1.61,1.29,1.50
7809,2015/2016,8177,"Hertha BSC Berlin",1.41,1.61,1.06,1.50
10257,2008/2009,8524,Atalanta,1.47,1.50,0.89,0.70
10257,2008/2009,8529,Cagliari,1.26,1.50,1.32,0.70
